Course_Name,Level,Rating,Skills,Number of students,Platform
Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,2,4.7,"Autocad,Design,Autodesk,Engineering,Computer-Aided Design (CAD),",2400,Coursera
Solar Energy Basics,1,4.8,"Renewable Energy,Power & energy calculations,Electronic Circuits,Solar Energy,Energy Audits,",2225,Coursera
Learning to Teach Online,2,4.7,"Teaching,Online Learning,Evaluation,Planning,",2913,Coursera
Introduction to Deep Learning & Neural Networks with Keras,0,4.7,"Deep Learning,Artificial Neural Network,Artificial Intelligence (AI),Machine Learning,keras,",1258,Coursera
Network Security & Database Vulnerabilities ,2,4.7,"database vulnerabilities,Network Security,Sql Injection,Cybersecurity,networking basics,",2808,Coursera
Responsive Web Design in Adobe XD,0,4.8,"Adobe XD,User Experience (UX),Usability Testing,Prototype,User Experience Design (UXD),",2146,Coursera
Using Python to Interact with the Operating System,1,4.7,"Setting up your Development Environment,Regular Expression (REGEX),Testing in Python,Automating System Administration Tasks with Python,Bash Scripting,",5444,Coursera
The Arts and Science of Relationships: Understanding Human Needs,0,4.5,"Psychology,Assertiveness,Communication,Building Relationships,",1494,Coursera
Inclusive Leadership: The Power of Workplace Diversity,0,4.9,"Emotional Intelligence,self-awareness,inclusive leadership,Communication,Diversity (Business),",1701,Coursera
Healing with the Arts,2,4.6,"Music,Art,Meditation,Visual Arts,",832,Coursera
Introduction to Data Science in Python,0,4.5,"Python Programming,Numpy,Pandas,Data Cleansing,",26596,Coursera
"Excel/VBA for Creative Problem Solving, Part 1",0,4.8,"Microsoft Excel Vba,Computer Programming,Problem Solving,Debugging,",3981,Coursera
Fundamentals of Visualization with Tableau,2,4.5,"Tableau Software,Data Virtualization,Data Visualization (DataViz),Visualization (Computer Graphics),",6059,Coursera
Introduction to Probability and Data with R,0,4.7,"Statistics,R Programming,Rstudio,Exploratory Data Analysis,",5419,Coursera
Getting Started with Git and GitHub,0,4.6,"Distributed Version Control (DRCS),open source,Version Control Systems,Github,Git (Software),",364,Coursera
Agile Meets Design Thinking,2,4.7,"agile user stories,User Experience Design (UXD),Agile Software Development,Product Management,Software Development,",3298,Coursera
Introduction to Cyber Attacks,0,4.7,"Cybersecurity,Information Security (INFOSEC),Denial-Of-Service Attack (DOS),Risk Assessment,",2596,Coursera
Introduction to Agile Development and Scrum,2,4.9,"Agile Software Development,Scrum Methodology,Zenhub,Kanban,Sprint Planning,",1019,Coursera
Creative Thinking: Techniques and Tools for Success,2,4.7,"Creative Thinking,Problem Solving,Creativity,Brainstorming,",3814,Coursera
Data-driven Decision Making,2,4.6,"Data-Informed Decision-Making,Big Data,Data Analysis,Data Visualization (DataViz),",5868,Coursera
Aspectos básicos del diseño de la experiencia del usuario,1,4.9,"Experiencia del usuario (UX),Esquema,Diseño de la experiencia del usuario (UXD),Investigación en UX,Prototipo,",1624,Coursera
Security Principles,2,4.7,"Risk,Information Assurance,security,governance,",71,Coursera
Machine Learning Modeling Pipelines in Production,0,4.4,"Explainable AI,Fairness Indicators,automl,Model Performance Analysis,Precomputing Predictions,",325,Coursera
Design a User Experience for Social Good & Prepare for Jobs,1,4.8,"User Experience (UX),Usability Testing,Prototype,User Experience Design (UXD),UX design jobs,",2176,Coursera
The Art of Music Production,0,4.8,"Audio Production,Music,Music production,Songwriting,Music recording,",1912,Coursera
"Custom Models, Layers, and Loss Functions with TensorFlow",2,4.9,"Functional API,Custom Layers,Custom and Exotic Models with Functional API,Custom Loss Functions,",865,Coursera
Algorithmic Toolbox,2,4.6,"Dynamic Programming,Debugging,Software Testing,Algorithms,Computer Programming,",12161,Coursera
Introduction to Computer Vision and Image Processing,2,4.4,"Deep Learning,Opencv,Artificial Intelligence (AI),Image Processing,Computer Vision,",915,Coursera
Deploying Machine Learning Models in Production,2,4.6,"TensorFlow Serving,Model Monitoring,Model Registries,Machine Learning Operations (MLOps),Generate Data Protection Regulation (GDPR),",248,Coursera
Introduction to Web Development,1,4.7,"Css Code,HTML,JavaScript,Cascading Style Sheets (CSS),",3526,Coursera
Cyber Threat Intelligence,2,4.7,"Application Security,threat intelligence,network defensive tactics,security analyst,Cybersecurity,",1344,Coursera
Google Cloud Fundamentals: Core Infrastructure,1,4.7,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,",46791,Coursera
Regression Analysis: Simplify Complex Data Relationships,2,5,"Predictive Modelling,Statistical Analysis,Python Programming,Effective Communication,regression modeling,",22,Coursera
Fundamentals of GIS,2,4.8,"Spatial Analysis,Data Analysis,Data Visualization (DataViz),Software,",5234,Coursera
CompTIA Exam Prep,0,3.3,"Helpdesk,Computer Troubleshooting,Technical Support,Software,hardware,",81,Coursera
In the Studio: Postwar Abstract Painting,0,4.9,"Art History,Art,History,Color Theory,",1373,Coursera
Computational Neuroscience,2,4.6,"Computational Neuroscience,Artificial Neural Network,Reinforcement Learning,Biological Neuron Model,",1010,Coursera
Using Databases with Python,1,4.8,"Python Programming,Database (DBMS),Sqlite,SQL,",20875,Coursera
Astronomy: Exploring Time and Space,0,4.8,"Solar Systems,Chemistry,Theory Of Relativity,Astrobiology,",3442,Coursera
Process Mining: Data science in Action,2,4.7,"Petri Net,Process Modeling,Process Mining,Data Mining,",1146,Coursera
Applied Data Science Capstone,2,4.7,"Methodology,Github,Jupyter Notebook,Data Science Methodology,K-Means Clustering,",6539,Coursera
Writing and Editing: Word Choice and Word Order,1,4.7,"Persuasion,Creativity,Writing,Time management,Editing,",1658,Coursera
Code Yourself! An Introduction to Programming,1,4.7,"Computer Programming,Algorithms,Programming Language,Scratch (Programming Language),",3147,Coursera
Introduction to Machine Learning,0,4.7,"Natural Language Processing,Convolutional Neural Network,Machine Learning,Python Programming,pytorch,",3264,Coursera
Getting Started with SAS Programming,0,4.8,"SAS Studio,Import Data,Reports,Prepare Data,SAS Programs,",2817,Coursera
Earth Economics,1,4.7,"Earth Economics,Policy Development,Data Analysis,Policy Analysis,You will develop a good understanding about why we need Earth Economics in addition to traditional macroeconomics (nation-level) and microeconomics (individual and firm level,",58,Coursera
"Algorithms for Searching, Sorting, and Indexing",0,4.7,"Analysis of Algorithms,Hashtables,Algorithm Design,Python Programming,Data Structure Design,",230,Coursera
Econometrics: Methods and Applications,2,4.6,"Linear Regression,Time Series,Econometrics,Regression Analysis,",1137,Coursera
Containerized Applications on AWS,1,4.7,"App Runner,Kubernetes,Containers,Amazon Elastic Container Registry,Microservices,",92,Coursera
Data Science Math Skills,0,4.5,"Bayes' Theorem,Bayesian Probability,Probability,Probability Theory,",11112,Coursera
React Basics,1,4.8,"Web Application,Front-End Web Development,React (Web Framework),Application development,",649,Coursera
Probabilistic Graphical Models 1: Representation,2,4.6,"Bayesian Network,Graphical Model,Markov Random Field,",1408,Coursera
Introduction to Enterprise Computing,1,4.7,"Mainframe,z/OS,Enterprise Software,security,IBM Z,",810,Coursera
Coding for Beginners: An Easy Introduction,2,4.638853503,"Basic Coding,Basic programming concepts,Programming Language,Python Programming,Computer Programming,",0,Coursera
ChatGPT for Beginners: SciFi Writing with Dall-e,0,4.638853503,"Critical Thinking,Creative Writing,AI communication,",0,Coursera
Cloud SQL for MySQL: Qwik Start,0,4.638853503,"MySQL,cloud sql,SQL Operations,",0,Coursera
Migrating to Cloud SQL from Amazon RDS for MySQL Using Database Migration Service,2,4.638853503,"Database (DBMS),Google Cloud Platform,MySQL,",0,Coursera
Cloud Spanner - Defining Schemas and Understanding Query Plans,1,4.638853503,"Database (DBMS),Data Management,Google Cloud Platform,",0,Coursera
Configure Replication and Enable Point-in-Time-Recovery for Cloud SQL for PostgreSQL,2,4.638853503,"Postgresql,Google Cloud Platform,cloud sql,",0,Coursera
Migrate to Cloud SQL for PostgreSQL using Database Migration Service,2,4.638853503,"Database (DBMS),Data Management,Google Cloud Platform,",0,Coursera
Connect an App to a Cloud SQL for PostgreSQL Instance,1,4.638853503,"Postgresql,Kubernetes,cloud sql,",0,Coursera
Cloud Spanner - Loading Data and Performing Backups,0,4.638853503,"Database (DBMS),Dataflow,Data Management,Google Cloud Platform,",0,Coursera
Deploy a Modern Web App connected to a Cloud Spanner Instance,1,4.638853503,"Node.Js,Database (DBMS),Google Cloud Platform,",0,Coursera
A Tour of Google Cloud Hands-on Labs,0,4.7,"Cloud Platforms,Cloud Storage,Google Cloud Platform,",113,Coursera
Migrating On-premises MySQL Using a Continuous Database Migration Service Job,2,4.638853503,"Database (DBMS),Google Cloud Platform,MySQL,",0,Coursera
Securing a Cloud SQL for PostgreSQL Instance,2,4.638853503,"Cloud Computing Security,Database (DBMS),Google Cloud Platform,",0,Coursera
Fundamentals of Investing,0,4.5,"Investment Fees,Diversification,Active vs. Passive Investing,Risk Aversion,Investment,",44,Coursera
Verb Tenses and Passives,2,4.8,"English Grammar,Grammar,Perfect Tenses,English Language,",1816,Coursera
"Introduction to CAD, CAM, and Practical CNC Machining",0,4.8,"Manufacturing Process Management,Computer-Aided Design (CAD),Computer-Aided Manufacturing,Autodesk Fusion 360,Mechanical Engineering,",788,Coursera
AI For Medical Treatment,2,4.7,"treatment effect estimation,machine learning interpretation,Random Forest,natural language entity extraction,question-answering,",488,Coursera
Algorithmic Toolbox,1,4.6,"Dynamic Programming,Debugging,Software Testing,Algorithms,Computer Programming,",12161,Coursera
Regression Models,2,4.4,"Model Selection,Generalized Linear Model,Linear Regression,Regression Analysis,",3322,Coursera
Managing Network Security,1,4.7,"Wireless Security,Intrusion Detection System,Firewall (Computing),Computer Network,",194,Coursera
Programming for the Internet of Things Project,1,4.7,"Arduino,Python Programming,Internet Of Things (IOT),Raspberry Pi,",866,Coursera
Statistics for Genomic Data Science,1,4.2,"Statistics,Data Analysis,R Programming,Biostatistics,",334,Coursera
Exploratory Data Analysis for Machine Learning,2,4.6,"Artificial Intelligence (AI),Machine Learning,Feature Engineering,Statistical Hypothesis Testing,Exploratory Data Analysis,",1164,Coursera
Introduction to Typography,0,4.8,"Creativity,Adobe Illustrator,History,Graphics,Adobe Indesign,",5330,Coursera
Advanced Styling with Responsive Design,0,4.7,"Bootstrap (Front-End Framework),Responsive Web Design,JavaScript,Cascading Style Sheets (CSS),",4331,Coursera
The Data Science of Health Informatics,1,4.6,"Data Science,Database (DBMS),Data Analysis,Health Informatics,data querying,",178,Coursera
Introduction to Big Data,1,4.6,"Big Data,Apache Hadoop,Mapreduce,Cloudera,",10704,Coursera
Evaluating User Interfaces,0,4.7,"User Research,Heuristic Evaluation,User Interface Design (UI Design),User Interface,",255,Coursera
C Programming: Getting Started - 1,1,4.6,"computer programs/algorithms,Computer Programming,C Programming,",97,Coursera
Cyber Attack Countermeasures,0,4.8,"Cybersecurity,Cryptography,Public-Key Cryptography,",627,Coursera
Data Structures,1,4.6,"Binary Search Tree,Priority Queue,Hash Table,Stack (Abstract Data Type),List,",5179,Coursera
Data Science in Real Life,2,4.4,"Statistics,Data Science,Data Analysis,Data Management,",2335,Coursera
Simple Regression Analysis in Public Health ,1,4.7,"P-Value,Proportional Hazards Model,Confounding,regression,",342,Coursera
Advanced Application Management with Red Hat OpenShift,0,4.5,"Cloud Platforms,Cloud Applications,Kubernetes,Cloud Computing,",13,Coursera
Combinatorics and Probability,1,4.6,"Random Variable,Probability Interpretations,Probability,Combinatorics,",812,Coursera
Graph Analytics for Big Data,1,4.3,"Graph Theory,Neo4j,Analytics,Graph Database,",1239,Coursera
Natural Language Processing with Probabilistic Models,1,4.7,"Word2vec,Parts-of-Speech Tagging,N-gram Language Models,Autocorrect,",1505,Coursera
Robotics: Aerial Robotics,0,4.5,"Motion Planning,Robotics,Quadcoper,Matlab,",2946,Coursera
Introduction to Java and Object-Oriented Programming,2,4.3,"Java Tools,Unit Testing,Java Programming,Object-Oriented Programming (OOP),Java Syntax,",171,Coursera
SQL for Data Science Capstone Project,2,4.2,"Presentation Skills,Data Analysis,SQL,creating metrics,Exploratory Data Analysis,",184,Coursera
"Comparing Genes, Proteins, and Genomes (Bioinformatics III)",0,4.7,"Bioinformatics,Graph Theory,Bioinformatics Algorithms,Python Programming,",127,Coursera
A Blueprint for Success – Your Video Pre-Production,2,4.638853503,"Video Editing,Linear Editing,Video Production,video pre-production,",0,Coursera
Applied Text Mining in Python,1,4.2,"Natural Language Toolkit (NLTK),Text Mining,Python Programming,Natural Language Processing,",3743,Coursera
Google Cloud Fundamentals: Core Infrastructure,1,4.7,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,",46791,Coursera
Explore Core Data Concepts in Microsoft Azure,0,4.8,"Microsoft Azure,Data Management,Data Storage,Data Concepts,",271,Coursera
Software Product Management Capstone,1,4.8,"Agile Software Development,Software Product Management,Software Project Management,Scrum (Software Development),",938,Coursera
Object-Oriented Hierarchies in Java,1,4.7,"Recursively Enumerable Set,Java Compiler,Javac,Java Programming,",129,Coursera
Developing Cloud Native Applications,0,4.1,"Devops,NoSQL,Git (Software),Cloud Infrastructure,Json,",246,Coursera
Digital Forensics Essentials (DFE),2,4.9,"Digital Forensics,Computer Forensics,",16,Coursera
Convolutional Neural Networks,2,4.9,"Deep Learning,Facial Recognition System,Convolutional Neural Network,Tensorflow,Object Detection and Segmentation,",41376,Coursera
Advanced Writing,0,4.7,"Essay Writing,Academic Writing,Creative Writing,Writing,",1806,Coursera
Strategic Career Self-Management,2,4.5,"Self-Assessment,Career Development,Skills Management,personal strategy,Job Readiness,",281,Coursera
FPGA Capstone:  Building FPGA Projects,0,4.8,"Softcore Processor Design,Programmable Logic Design,",16,Coursera
Hypothesis Testing in Public Health ,0,4.8,"Confidence Interval,Statistical Hypothesis Testing,p values,sampling,",573,Coursera
Magnetics for Power Electronic Converters,1,4.8,"Understand the fundamentals of magnetic components including inductors and transformers,Design and optimize inductors and transformers for switched-mode power converters,Analyze and model losses in magnetic components,",102,Coursera
Scripting with Python and SQL for Data Engineering,0,4.5,"Database (DBMS),Python Programming,Web Scraping,MySQL,SQL,",51,Coursera
Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides,2,4.8,"Communication,Presentation,Speech,Public Speaking,",348,Coursera
Principles of Computing (Part 2),1,4.8,"Recursion,Algorithms,Python Programming,Tree (Data Structure),",357,Coursera
Modern Data Warehouse Analytics in Microsoft Azure,1,4.4,"Data Visualization Software,Data Warehousing,Analytics,Microsoft Azure,Data Visualization (DataViz),",60,Coursera
Optimize ML Models and Deploy Human-in-the-Loop Pipelines,2,4.7,"Human-in-the-Loop Pipelines,Distributed Model Training and Hyperparameter Tuning,Cost Savings and Performance Improvements,A/B Testing and Model Deployment,Data Labeling at Scale,",93,Coursera
Artificial Creativity,0,4.5,"Artificial Intelligence (AI),Machine Learning,Design Thinking,Business Applications,Computational Creativity,",31,Coursera
AWS Cloud Technical Essentials,1,4.8,"AWS Identity and Access Management,Networking on AWS,AWS Management Console,Cloud Computing,aws security,",3455,Coursera
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",0,4.8,"Algorithms,Randomized Algorithm,Sorting Algorithm,Divide And Conquer Algorithms,",5050,Coursera
Tools for Data Science,0,4.5,"Data Science,Github,Python Programming,Jupyter notebooks,Rstudio,",26232,Coursera
Linux System Administration with IBM Power Systems,0,4.6,"Linux,Red Hat Enterprise Linux,virtualization,IBM Power Systems,Cloud Computing,",96,Coursera
Google Cloud Fundamentals: Core Infrastructure,0,4.7,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,",46791,Coursera
Sensor Manufacturing and Process Control,0,4.6,"Sensor manufacturing,PID control,MEMS hardware,MEMS sensors,Process Control,",250,Coursera
Machine Learning: Regression,2,4.8,"Linear Regression,Ridge Regression,Lasso (Statistics),Regression Analysis,",5513,Coursera
Autodesk Fusion 360 Integrated CAD/CAM/CAE,2,4.7,"Computer-Aided Design (CAD),Autodesk,3d modeling,Autocad,",1927,Coursera
"Data Wrangling, Analysis and AB Testing with SQL",1,3.4,"A/B Testing,Query String,Data Analysis,Predictive Analytics,SQL,",795,Coursera
"Execution, persistence, privilege escalation and evasion",0,4.4,"Persistence,Python Programming,privilege escalation and evasion,Cybersecurity,Execution,",48,Coursera
Introduction to Software Testing,2,4.4,"Writing Test Plans,Writing Defect Reports,Understanding of Testing Theory,Writing Tests,Testing Vocabulary,",594,Coursera
"Everyday Excel, Part 1",2,4.7,"Data Management,Spreadsheet,Microsoft Excel,Problem Solving,Real World,",3074,Coursera
"Custom Models, Layers, and Loss Functions with TensorFlow",2,4.9,"Functional API,Custom Layers,Custom and Exotic Models with Functional API,Custom Loss Functions,",865,Coursera
Applied AI with DeepLearning,2,4.4,"Machine Learning,Deep Learning,Long Short-Term Memory (ISTM),Apache Spark,",1090,Coursera
A Technical Leader's Qualities and Effectiveness,1,4.638853503,"Collaboration,Managing Stakeholders,Resilience,Relationships,Negotiation,",0,Coursera
Mathematical Biostatistics Boot Camp 2,0,4.3,"Statistics,Statistical Hypothesis Testing,Biostatistics,",123,Coursera
Build Better Generative Adversarial Networks (GANs),1,4.7,"Bias in GANs,StyleGANs,Pros and Cons of GANs,GANs Alternatives,GAN Evaluation,",584,Coursera
Machine Learning: Classification,2,4.7,"Logistic Regression,Statistical Classification,Classification Algorithms,Decision Tree,",3692,Coursera
Brand New Brand,1,4.9,"Adobe Photoshop,Adobe Indesign,Graphics,Color Theory,",1125,Coursera
Functional Programming Principles in Scala,2,4.8,"Scala Programming,Recursion,Functional Programming,Immutable Data Types,Higher-Order Function,",8190,Coursera
Introduction to Cloud Computing,0,4.7,"Cloud Native,Devops,Iaas PaaS Saas,Hybrid Multicloud,Cloud Computing,",3538,Coursera
Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI),2,4.7,"Data Analysis,Performance Measurement,Project Evaluation,",74,Coursera
Immunology: Immune System and Infectious Diseases,2,4.638853503,"Immunology,Tumour immunity,Autoimmunity,Infectious Diseases,",0,Coursera
Public Speaking and Presentations ,1,4.638853503,"Responding with an elevator pitch,Preparing an informative lecture,Delivering a persuasive speech,Engaging others with storytelling,",0,Coursera
 Supervised Machine Learning: Classification,1,4.8,"Decision Tree,Ensemble Learning,Classification Algorithms,Supervised Learning,Machine Learning (ML) Algorithms,",227,Coursera
Python Project for Data Science,0,4.5,"Data Science,Python Programming,Data Analysis,Pandas,Jupyter notebooks,",3071,Coursera
Introduction to Python Programming,1,4.4,"Python Tools,Python Syntax And Semantics,Programming Principles,Python Programming,Computer Programming,",846,Coursera
"Image Segmentation, Filtering, and Region Analysis",2,4.9,"Image Processing,Image Segmentation,region analysis,image filtering,",21,Coursera
Building a Data Science Team,2,4.5,"Team Building,Data Science,Management,Team Management,",3255,Coursera
"Excel/VBA for Creative Problem Solving, Part 1",0,4.8,"Microsoft Excel Vba,Computer Programming,Problem Solving,Debugging,",3981,Coursera
Renewable Energy Projects,1,4.8,"Renewable Energy,Project Execution,Project Operations,Project Feasibility,Project Management,",42,Coursera
Multiple Regression Analysis in Public Health ,0,4.7,"effect modifcation,Proportional Hazards Model,Regression Analysis,Spline approach,",268,Coursera
Exploratory Data Analysis,1,4.7,"Cluster Analysis,Ggplot2,R Programming,Exploratory Data Analysis,",6017,Coursera
Building Web Applications in Django,1,4.7,"Django Template Language,GET & POST,Object-Oriented Programming (OOP),Cross-Site Scripting Forgery (CSRF),Django (Web Framework),",704,Coursera
Java Programming: Build a Recommendation System,0,4.7,"Data Structure,Interfaces,Software Design,Java Programming,",621,Coursera
Healthcare Organizations and the Health System,2,4.5,"Pharmacy Healthcare Organization Operations,Public Health and Wellness Healthcare Organization Operations,Medical Healthcare Organization Operations,Healthcare Administration,Dental Healthcare Organization Operations,",280,Coursera
RPA Basics and Introduction to UiPath,0,4.7,"Uipath,Studio,Automation,Workflow,rpa,",187,Coursera
User Experience: Research & Prototyping,0,4.6,"User Research,Persona (User Experience),User Experience (UX),Human–Computer Interaction,",893,Coursera
Data Science Methodology,0,4.6,"Data Science,Methodology,CRISP-DM,Data Analysis,Data Mining,",18923,Coursera
Risk Management in Personal Finance,1,4.8,"Estate Planning,Risk Management,Life Insurance,Health Insurance,Insurance,",16,Coursera
Leading Change in Health Informatics,0,4.7,"Digital Health,Information Technology Planning,Health Informatics,Strategic Leadership,Health Care,",248,Coursera
Apache Spark (TM) SQL for Data Analysts,0,4.5,"Data Analysis,Spark SQL,SQL,",434,Coursera
Principles of Computing (Part 1),2,4.7,"Computer Programming,Algorithms,Python Programming,Combinatorics,",573,Coursera
Reinforcement Learning for Trading Strategies,1,3.6,"Reinforcement Learning Model Development,Reinforcement Learning Trading Algorithm Optimization,Reinforcement Learning Trading Strategy Development,Reinforcement Learning Trading Algo Development,",206,Coursera
Sustainable Consumption and Health,1,4.638853503,"Problem Solving,Performance,disease,Flow Network,",0,Coursera
Python Data Structures,1,4.9,"Python Syntax And Semantics,Data Structure,Tuple,Python Programming,",92485,Coursera
Machine Learning Data Lifecycle in Production ,2,4.3,"ML Metadata,Convolutional Neural Network,TensorFlow Extended (TFX),Data Validation,Data transformation,",635,Coursera
Data Mining Project,0,4.6,"Data Clustering Algorithms,Data Analysis,Natural Language Processing,Data Mining,",43,Coursera
IoT Cloud,0,4.5,"Internet,Internet Of Things (IOT),Front And Back Ends,Service Discovery,",16,Coursera
Hardware Description Languages for FPGA Design,0,4.4,"Writing Code in Verilog,Simulating FPGA Designs,Designing FPGA Logic,Designing Test Benches,Writing code in VHDL,",506,Coursera
Hardware Security,2,4.3,"Montgomery Modular Multiplication,Side-Channel Attack,Hardware Design,Cryptographic Hardware,",636,Coursera
Online teaching: Using Zoom to connect with learners ,0,4.8,"Video Conferencing,Virtual Class,Lesson Plan,Zoom,Web Conferencing,",38,Coursera
Understanding User Needs,1,4.7,"User Research,Affinity Diagram,human computer interaction,User Experience (UX),",462,Coursera
Speaking and Presenting: Pitches and Persuasion,1,4.7,"Problem Solving,Dynamic Movement,Resilience,Optimism,Ingenuity,",40,Coursera
Spatial Analysis and Satellite Imagery in a GIS,2,4.9,"Geographic Information System (GIS),Cartography,Esri,Mapping,Spatial Analysis,",517,Coursera
Take Your English Communication Skills to the Next Level,2,4.8,"Professional,Presentation,Speech,Writing,",757,Coursera
Software Processes and Agile Practices,0,4.7,"Lean Software Development,Agile Software Development,Software Development Process,Scrum (Software Development),",5128,Coursera
Ready to Roll – The Video Production Process,2,4.638853503,"Framing,Video Production,Storytelling,video,",0,Coursera
Speaking and Presenting: Conversation Starters,2,4.7,"listening,Communication,Networking,Clarity,Ingenuity,",20,Coursera
Data Visualization with Tableau Project,0,4.7,"Data Analysis,Interactive Visualization,Tableau Software,Data Visualization (DataViz),",489,Coursera
Cloud Computing Law: Data Protection and Cybersecurity,1,5,"Cybersecurity Regulation,Cloud Services,General Data Protection Regulation (GDPR),International Transfers of Personal Data,Cloud Computing,",22,Coursera
Introduction to Mobile Development,0,4.7,"Web Development,React (Web Framework),HTML and CSS,Mobile Development,JavaScript,",213,Coursera
World Design for Video Games,0,4.4,"Level Design,Art,Video Game Design,Game Design,",761,Coursera
Physics 102 - Electric Potential and DC Circuits,1,4.7,"Electronic Circuits,Physics,Force Fields,Problem Solving,Electrical Engineering,",14,Coursera
Essential Google Cloud Infrastructure: Core Services,2,4.7,"Debugging,Cloud Storage,Data Store,Google Cloud Platform,",11271,Coursera
Natural Creativity,1,4.6,"Artificial Intelligence (AI),Innovation Strategies,Design Thinking,Theories of Creativity,Computational Creativity,",14,Coursera
Fundamentals of Graphic Design,1,4.8,"Creativity,Graphics,Design Theory,Color Theory,",16200,Coursera
Working with Data,0,4.8,"React (Javascript Library),Data Management,Application development,REST APIs,",16,Coursera
"Surveillance Systems: Analysis, Dissemination, and Special Systems",1,4.7,"Data Collection,Data Analysis,Epidemiology,Disease Surveillance,",334,Coursera
Applied Data Science Capstone,2,4.7,"Methodology,Github,Jupyter Notebook,Data Science Methodology,K-Means Clustering,",6539,Coursera
Introduction to R Programming for Data Science,0,4.5,"Data Science,R Programming,",286,Coursera
Creating Toolpaths for a CNC Lathe,0,4.8,"Manufacturing Process Management,Manufacturing process,Computer-Aided Manufacturing,Autodesk Fusion 360,Mechanical Engineering,",135,Coursera
Programming with JavaScript,1,4.7,"Test-Driven Development,JavaScript,Front-End Web Development,Object-Oriented Programming (OOP),",1860,Coursera
Object Oriented Programming in Java,1,4.7,"Logic Programming,Java Programming,Object-Oriented Programming (OOP),Sorting Algorithm,",5589,Coursera
The Art of Music Production,1,4.8,"Audio Production,Music,Music production,Songwriting,Music recording,",1912,Coursera
Google Cloud Fundamentals: Core Infrastructure,2,4.7,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,",46791,Coursera
Data Science as a Field,0,4.3,"Data Science,Applied Mathematics,Information Science,Statistics,Computer Science,",21,Coursera
Bring Your Story to Life – Video Post-Production,1,4.638853503,"Video Post-Production,Video Editing,Video Production,Editing,",0,Coursera
IoT Networking,1,4.9,"Internet,Internet Of Things (IOT),Wireless,Front And Back Ends,",10,Coursera
Agile Planning for Software Products,1,4.8,"Software Development,Agile Management,Program Evaluation And Review Technique (PERT),Agile Software Development,",1971,Coursera
Statistics for Data Science with Python,2,4.5,"Probability And Statistics,Regression Analysis,Data Visualization (DataViz),Statistical Hypothesis Testing,Basic Descriptive Statistics,",304,Coursera
Managing an Agile Team,0,4.7,"agile product management,Agile Software Development,backlog management,Kanban,XP,",1263,Coursera
Human Factors in AI,0,4.9,"Machine Learning,Privacy,Design Thinking,Ethics,",24,Coursera
Robotics: Estimation and Learning,0,4.3,"Particle Filter,Estimation,Mapping,",494,Coursera
Getting Started with Git and GitHub,1,4.6,"Distributed Version Control (DRCS),open source,Version Control Systems,Github,Git (Software),",364,Coursera
Essential Design Principles for Tableau,2,4.4,"Data Analysis,Tableau Software,Data Virtualization,Data Visualization (DataViz),",1898,Coursera
Customising your models with TensorFlow 2,0,4.8,"Tensorflow,Deep Learning,keras,",173,Coursera
Introduction to Game Design,0,4.7,"Video Game Development,Gameplay,Video Game Design,Game Design,",2618,Coursera
Introduction to Hardware and Operating Systems,0,4.8,"Technical Support,IT Service Management (ITSM),Troubleshooting,IT Career,",563,Coursera
Probability Theory: Foundation for Data Science,0,4.4,"Probability,central limit theorem,continuous random variables,Bayes' Theorem,discrete random variables,",112,Coursera
Data Analysis with Python,2,4.7,"Predictive Modelling,Python Programming,Data Analysis,Data Visualization (DataViz),Model Selection,",16505,Coursera
Ethical Issues in Data Science,2,4.6,"Data Science,Ethics,Algorithms,Privacy,Philosophy,",26,Coursera
Web Application Technologies and Django,1,4.7,"Cascading Style Sheets (CSS),HTML,Hypertext Transfer Protocol (HTTP),SQL,Django (Web Framework),",1722,Coursera
Solving Problems with Creative and Critical Thinking,0,4.6,"Professional Development,Soft skills,Problem Solving,Creative Thinking,Critical Thinking,",68,Coursera
Robotics: Computational Motion Planning,2,4.3,"Motion Planning,Automated Planning And Scheduling,A* Search Algorithm,Matlab,",1010,Coursera
Fitting Statistical Models to Data with Python,2,4.4,"Bayesian Statistics,Python Programming,Statistical Model,statistical regression,",647,Coursera
Drug Discovery ,1,4.6,"Pharmacology,Drug Development,Clinical Development,Pharmacokinetics,",3360,Coursera
Applied Machine Learning in Python,1,4.6,"Python Programming,Machine Learning (ML) Algorithms,Machine Learning,Scikit-Learn,",8307,Coursera
Cryptography,1,4.6,"Number Theory,Cryptography,Public-Key Cryptography,",1273,Coursera
Information Design,0,4.5,"Information Design,User Interface Techniques,Responsive Web Design,Website Wireframe,",567,Coursera
"Data Warehouse Concepts, Design, and Data Integration",1,4.4,"Extraction, Transformation And Loading (ETL),Pentaho,Data Integration,Data Warehouse,",1016,Coursera
Introduction to CSS3,1,4.8,"Web Design,Style Sheets,Cascading Style Sheets (CSS),Web Development,",9187,Coursera
